Number of Vehicles,Number of Casualties,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Time (Intervals),Date (Intervals),Age (Intervals)
1,1,4/17/2012,1515,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,55,Car,1200-1559,April,50 - 59
1,1,4/18/2012,830,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,20,Motorcycle over 50cc and up to 125cc,800-1159,April,20 - 29
1,1,4/18/2012,805,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,21,Car,800-1159,April,20 - 29
2,1,4/18/2012,1645,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car,1600-1959,April,20 - 29
2,1,4/18/2012,1915,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver,Slight,Male,24,Car,1600-1959,April,20 - 29
2,4,4/19/2012,40,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,24,Car,0-359,April,20 - 29
2,4,4/19/2012,40,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,21,Car,0-359,April,20 - 29
2,4,4/19/2012,40,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car,0-359,April,20 - 29
2,4,4/19/2012,40,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car,0-359,April,20 - 29
1,1,4/19/2012,625,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Serious,Male,51,Motorcycle over 50cc and up to 125cc,400-759,April,50 - 59
2,1,4/19/2012,920,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,29,Car,800-1159,April,20 - 29
2,1,4/19/2012,640,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,30,Pedal cycle,400-759,April,30 - 39
4,1,4/19/2012,930,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Car,800-1159,April,70 - 79
2,1,4/19/2012,1300,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,0,Car,1200-1559,April,0 - 9
2,1,4/19/2012,1330,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,63,Car,1200-1559,April,60 - 69
1,1,4/20/2012,1015,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Bus or coach (17 or more passenger seats),800-1159,April,60 - 69
1,1,4/20/2012,1530,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,10,Car,1200-1559,April,10 - 19
1,1,4/20/2012,1530,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,13,Car,1200-1559,April,10 - 19
2,1,4/20/2012,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,51,Car,1600-1959,April,50 - 59
2,2,4/20/2012,1650,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Goods vehicle 3.5 tonnes mgw and under,1600-1959,April,20 - 29
2,2,4/20/2012,1650,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,25,Goods vehicle 3.5 tonnes mgw and under,1600-1959,April,20 - 29
2,1,4/20/2012,910,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,33,Car,800-1159,April,30 - 39
2,1,4/20/2012,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,5,Car,1600-1959,April,0 - 9
2,2,4/21/2012,19,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Fatal,Male,21,Car,0-359,April,20 - 29
2,2,4/21/2012,19,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,20,Car,0-359,April,20 - 29
2,2,4/21/2012,1400,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car,1200-1559,April,10 - 19
2,2,4/21/2012,1400,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car,1200-1559,April,10 - 19
4,2,4/21/2012,1605,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,63,Car,1600-1959,April,60 - 69
4,2,4/21/2012,1605,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,58,Car,1600-1959,April,50 - 59
2,1,4/21/2012,1840,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,52,Car,1600-1959,April,50 - 59
1,1,4/21/2012,2310,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,25,Car,2000-2359,April,20 - 29
1,1,4/21/2012,300,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,19,Taxi/Private hire car,0-359,April,10 - 19
2,1,4/22/2012,725,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Pedal cycle,400-759,April,30 - 39
2,2,4/22/2012,400,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,21,Car,400-759,April,20 - 29
2,2,4/22/2012,400,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,13,Car,400-759,April,10 - 19
1,1,4/22/2012,135,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,21,Car,0-359,April,20 - 29
2,1,4/23/2012,120,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 125cc and up to 500cc,0-359,April,10 - 19
2,1,4/23/2012,800,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,40,Motorcycle over 50cc and up to 125cc,800-1159,April,40 - 49
2,1,4/23/2012,845,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,16,M/cycle 50cc and under,800-1159,April,10 - 19
3,3,4/23/2012,920,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,47,Car,800-1159,April,40 - 49
3,3,4/23/2012,920,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under,800-1159,April,50 - 59
3,3,4/23/2012,920,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,36,Car,800-1159,April,30 - 39
1,2,4/23/2012,1030,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,800-1159,April,30 - 39
1,2,4/23/2012,1030,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,20,Car,800-1159,April,20 - 29
2,2,4/23/2012,1140,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,88,Car,800-1159,April,80- 89
2,2,4/23/2012,1140,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,83,Car,800-1159,April,80- 89
2,3,4/23/2012,1330,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,25,Bus or coach (17 or more passenger seats),1200-1559,April,20 - 29
2,3,4/23/2012,1330,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,36,Bus or coach (17 or more passenger seats),1200-1559,April,30 - 39
2,3,4/23/2012,1330,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,23,Bus or coach (17 or more passenger seats),1200-1559,April,20 - 29
2,1,4/23/2012,1705,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Male,6,Car,1600-1959,April,0 - 9
2,1,4/23/2012,1805,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Passenger,Slight,Female,13,Car,1600-1959,April,10 - 19
1,1,4/23/2012,1750,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Pedestrian,Slight,Male,45,Car,1600-1959,April,40 - 49
2,1,4/23/2012,2055,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,25,Car,2000-2359,April,20 - 29
2,1,4/23/2012,1245,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Bus or coach (17 or more passenger seats),1200-1559,April,80- 89
2,1,4/23/2012,815,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,16,Bus or coach (17 or more passenger seats),800-1159,April,10 - 19
2,1,4/24/2012,1010,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,30,Pedal cycle,800-1159,April,30 - 39
2,1,4/24/2012,1400,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,72,Bus or coach (17 or more passenger seats),1200-1559,April,70 - 79
1,1,4/24/2012,1535,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Goods vehicle 3.5 tonnes mgw and under,1200-1559,April,10 - 19
2,1,4/24/2012,930,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,73,Pedal cycle,800-1159,April,70 - 79
1,1,4/24/2012,1240,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,35,Bus or coach (17 or more passenger seats),1200-1559,April,30 - 39
2,2,4/25/2012,930,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car,800-1159,April,10 - 19
2,2,4/25/2012,930,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,38,Motorcycle over 500cc,800-1159,April,30 - 39
3,1,4/25/2012,1200,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car,1200-1559,April,40 - 49
1,1,4/25/2012,1333,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,29,Car,1200-1559,April,20 - 29
2,3,4/25/2012,1524,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,30,Car,1200-1559,April,30 - 39
2,3,4/25/2012,1524,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,37,Car,1200-1559,April,30 - 39
2,3,4/25/2012,1524,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,12,Car,1200-1559,April,10 - 19
2,1,4/25/2012,1450,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,53,Car,1200-1559,April,50 - 59
2,1,4/25/2012,625,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,44,Car,400-759,April,40 - 49
3,1,4/25/2012,2110,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,47,Car,2000-2359,April,40 - 49
2,2,4/25/2012,1525,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,36,Car,1200-1559,April,30 - 39
2,2,4/25/2012,1525,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,68,Car,1200-1559,April,60 - 69
2,1,4/25/2012,1715,Wet / Damp,Darkness: street lighting unknown,Raining without high winds,Driver,Slight,Male,38,Car,1600-1959,April,30 - 39
2,3,4/26/2012,900,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Car,800-1159,April,20 - 29
2,3,4/26/2012,900,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car,800-1159,April,20 - 29
2,3,4/26/2012,900,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car,800-1159,April,10 - 19
2,1,4/26/2012,1135,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,54,Car,800-1159,April,50 - 59
1,1,4/26/2012,1400,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,90,Car,1200-1559,April,90 - 99
2,1,4/26/2012,2129,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,43,Car,2000-2359,April,40 - 49
1,1,4/26/2012,2035,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,21,Car,2000-2359,April,20 - 29
1,2,4/27/2012,55,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,50,Car,0-359,April,50 - 59
1,2,4/27/2012,55,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,46,Car,0-359,April,40 - 49
2,1,4/27/2012,900,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car,800-1159,April,40 - 49
2,1,4/27/2012,1407,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Car,1200-1559,April,30 - 39
1,1,4/27/2012,100,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,28,Taxi/Private hire car,0-359,April,20 - 29
2,2,4/28/2012,1412,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,51,Motorcycle over 500cc,1200-1559,April,50 - 59
2,2,4/28/2012,1412,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Female,48,Motorcycle over 500cc,1200-1559,April,40 - 49
2,1,4/28/2012,1337,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,52,Car,1200-1559,April,50 - 59
1,1,4/28/2012,2130,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,57,Taxi/Private hire car,2000-2359,April,50 - 59
3,1,4/29/2012,2215,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Serious,Female,20,Car,2000-2359,April,20 - 29
2,1,4/30/2012,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Pedal cycle,1200-1559,April,40 - 49
1,1,4/30/2012,2310,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,23,Car,2000-2359,April,20 - 29
1,1,5/1/2012,1525,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,13,Bus or coach (17 or more passenger seats),1200-1559,May ,10 - 19
2,1,5/1/2012,908,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,21,Car,800-1159,May ,20 - 29
2,4,5/1/2012,810,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,45,Car,800-1159,May ,40 - 49
2,4,5/1/2012,810,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,13,Car,800-1159,May ,10 - 19
2,4,5/1/2012,810,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Car,800-1159,May ,0 - 9
2,4,5/1/2012,810,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car,800-1159,May ,40 - 49
2,1,5/1/2012,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,44,Car,1600-1959,May ,40 - 49
2,1,5/1/2012,1652,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,5,Bus or coach (17 or more passenger seats),1600-1959,May ,0 - 9
2,1,5/1/2012,2140,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,41,Pedal cycle,2000-2359,May ,40 - 49
2,1,5/1/2012,1955,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,45,Car,1600-1959,May ,40 - 49
2,3,5/1/2012,1825,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,39,Car,1600-1959,May ,30 - 39
2,3,5/1/2012,1825,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Car,1600-1959,May ,20 - 29
2,3,5/1/2012,1825,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,18,Car,1600-1959,May ,10 - 19
3,1,5/3/2012,745,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Goods vehicle 3.5 tonnes mgw and under,400-759,May ,20 - 29
2,1,5/3/2012,900,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Pedal cycle,800-1159,May ,30 - 39
2,1,5/3/2012,1145,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Pedal cycle,800-1159,May ,50 - 59
2,2,5/3/2012,1126,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,39,Car,800-1159,May ,30 - 39
2,2,5/3/2012,1126,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car,800-1159,May ,10 - 19
2,1,5/3/2012,1315,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car,1200-1559,May ,30 - 39
1,2,5/3/2012,1822,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,23,Car,1600-1959,May ,20 - 29
1,2,5/3/2012,1822,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,3,Car,1600-1959,May ,0 - 9
2,3,5/3/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car,1600-1959,May ,40 - 49
2,3,5/3/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,8,Car,1600-1959,May ,0 - 9
2,3,5/3/2012,1640,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,15,Car,1600-1959,May ,10 - 19
2,1,5/3/2012,1915,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,28,Car,1600-1959,May ,20 - 29
1,1,5/4/2012,830,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car,800-1159,May ,10 - 19
2,2,5/4/2012,1000,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,19,Car,800-1159,May ,10 - 19
2,2,5/4/2012,1000,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car,800-1159,May ,30 - 39
2,1,5/4/2012,1600,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,24,Car,1600-1959,May ,20 - 29
1,1,5/4/2012,1720,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,9,Car,1600-1959,May ,0 - 9
2,2,5/4/2012,1720,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,72,Car,1600-1959,May ,70 - 79
